0 0 -43.165200001897176 -22.957196017222444
0 1 -43.165665295565425 -22.959265262341482
0 2 -43.16500061761538 -22.95811549286622
0 3 -43.159289160477016 -22.947059787253384
0 4 -43.15877139592079 -22.9500327848318
0 5 -43.157314472098065 -22.947536686879612
0 6 -43.159666530146914 -22.962920324829412
0 7 -43.15480400014618 -22.94807700944709
0 8 -43.159583059925176 -22.949143486958988
0 9 -43.15859165890094 -22.951345349283237
0 10 -43.16677116377651 -22.956740009097985
0 11 -43.153596942372744 -22.949612043212557
0 12 -43.151229443109564 -22.948817938108036
0 13 -43.154464698878094 -22.947905601481395
0 14 -43.162815620448484 -22.949248613812426
0 15 -43.161324331045996 -22.958760832072066
0 16 -43.15987170828054 -22.950629851299798
0 17 -43.15374925872273 -22.948587086860893
0 18 -43.16544460473464 -22.961028711462692
0 19 -43.14869275353265 -22.964218386015396
0 20 -43.14984324577883 -22.966158250269633
0 21 -43.15861245687691 -22.95143488822338
0 22 -43.1633516134391 -22.960981907216556
0 23 -43.15467256794541 -22.94969437615138
0 24 -43.14787597724943 -22.96227615769685
0 25 -43.16212744146071 -22.959280973450845
0 26 -43.16262350193872 -22.96243284608407
0 27 -43.16451611525597 -22.962413663741234
0 28 -43.14986787291054 -22.962792759190343
0 29 -43.162045460779 -22.959309630046555
0 30 -43.15883144623101 -22.94880872442665
0 31 -43.15235673539896 -22.950061812496667
0 32 -43.14874521752737 -22.964330730440928
0 33 -43.160663457064196 -22.95815078389827
0 34 -43.162252385446635 -22.962782573281583
0 35 -43.1565967070835 -22.949998634697696
0 36 -43.149295816431604 -22.9633336564555
0 37 -43.16028094667293 -22.95133257743586
0 38 -43.1494960822189 -22.965024819892655
0 39 -43.16059345339073 -22.962174237948247
0 40 -43.15256999780237 -22.94837617937076
0 41 -43.162168302867585 -22.95279905361513
0 42 -43.15612901718056 -22.949803448031588
0 43 -43.164076006887136 -22.9580933742058
0 44 -43.15664451033572 -22.949295217728356
0 45 -43.16567757708605 -22.95973747051613
0 46 -43.16255075849976 -22.952838569917887
0 47 -43.156629072938685 -22.951107554751616
0 48 -43.15881114559415 -22.946971101413755
0 49 -43.166546455526806 -22.959764781501253
0 50 -43.16013734418067 -22.958512043226754
0 51 -43.16177603471207 -22.962931720723738
0 52 -43.161144307282775 -22.95140930180367
0 53 -43.16010656531086 -22.94988136662942
0 54 -43.15804508157418 -22.9527388211723
