0 0 -43.73989559 -22.88940195
0 1 -43.78189691 -22.95518845
0 2 -43.64321515 -22.94746527
0 3 -43.78097837 -22.92614175
0 4 -43.71049690 -22.92458670
0 5 -43.76586243 -22.98924310
0 6 -43.67595386 -22.93514423
0 7 -43.73929821 -22.87831086
0 8 -43.75474747 -22.90162300
0 9 -43.79172100 -22.98528385
0 10 -43.66767221 -22.98913991
0 11 -43.70518842 -22.92795578
0 12 -43.66951604 -22.94009690
0 13 -43.71256624 -22.88287134
0 14 -43.72940758 -22.95615976
0 15 -43.64236413 -22.93515711
0 16 -43.78472792 -22.90676648
0 17 -43.66858747 -22.94186157
0 18 -43.66143306 -22.96826772
0 19 -43.73444764 -22.96551294
0 20 -43.67428506 -22.93837024
0 21 -43.66542814 -22.86500657
0 22 -43.65837438 -22.87254739
0 23 -43.71167057 -22.88022220
0 24 -43.75376903 -22.90691847
0 25 -43.63153615 -22.90969818
0 26 -43.66274099 -22.98473427
0 27 -43.62720543 -22.91615837
0 28 -43.65132457 -22.96004006
0 29 -43.64635793 -22.87793622
0 30 -43.74210113 -22.98204136
0 31 -43.63941660 -22.89817863
0 32 -43.65748669 -22.92402613
0 33 -43.66770976 -22.85715897
0 34 -43.64607088 -22.92541323
0 35 -43.68902193 -22.89884634
0 36 -43.75159942 -22.88294425
0 37 -43.74701843 -22.88775380
0 38 -43.71588576 -22.88345459
0 39 -43.62346928 -22.91223527
0 40 -43.73935325 -22.88044762
0 41 -43.67766714 -22.98884907
0 42 -43.70229479 -22.89418955
0 43 -43.67095132 -22.91665620
0 44 -43.65245553 -22.98942072
0 45 -43.73072462 -22.89057894
0 46 -43.76000212 -22.94963263
0 47 -43.66565819 -22.92796957
0 48 -43.78110025 -22.88022211
0 49 -43.63808228 -22.86708633
0 50 -43.74935532 -22.93590868
0 51 -43.63407704 -22.85773896
0 52 -43.62197213 -22.89845891
0 53 -43.69799906 -22.90275678
0 54 -43.63812443 -22.91185715
0 55 -43.72750594 -22.92108369
0 56 -43.65875674 -22.87681751
0 57 -43.68713055 -22.89497811
0 58 -43.70961053 -22.87071877
0 59 -43.71719384 -22.90378664
0 60 -43.62358137 -22.94361459
0 61 -43.67088739 -22.91442910
0 62 -43.72996601 -22.95455599
0 63 -43.77633906 -22.98607923
0 64 -43.64995862 -22.88207925
0 65 -43.63750166 -22.87378813
0 66 -43.64678444 -22.98430866
0 67 -43.67860188 -22.89701626
0 68 -43.64051685 -22.98477565
0 69 -43.77326945 -22.93583131
0 70 -43.73192006 -22.90204190
0 71 -43.72280789 -22.95007790
0 72 -43.76964664 -22.96198630
0 73 -43.75664491 -22.92911468
0 74 -43.73517593 -22.91442676
0 75 -43.76387756 -22.88290541
0 76 -43.71945171 -22.86421611
0 77 -43.67709588 -22.97616204
0 78 -43.66885445 -22.93045783
0 79 -43.69375907 -22.97080005
0 80 -43.63776609 -22.91288298
0 81 -43.67463453 -22.94121036
0 82 -43.70851800 -22.85815128
