4 4 60 2 0 1 0
4 4 60 2 1 1 -1
4 4 60 2 2 1 -1
4 4 60 2 3 1 -1
4 4 60 0 0 1 -1
4 4 60 1 0 1 -1
4 4 60 1 1 1 -1
4 4 94 0 0 1 0
4 4 94 0 1 1 -1
4 4 94 0 2 1 -1
4 4 94 0 3 1 -1
4 4 94 0 4 1 -1
4 4 94 2 0 1 -1
4 4 7 2 0 1 -1
4 4 7 2 1 1 -1
4 4 7 2 2 1 -1
4 4 7 2 3 1 -1
4 4 7 2 4 1 -1
4 4 7 2 5 1 -1
4 4 7 2 6 1 -1
4 4 7 2 7 1 -1
4 4 7 0 0 1 -1
4 4 7 0 1 1 -1
4 4 7 0 2 1 -1
4 4 7 0 3 1 -1
4 4 7 0 4 1 -1
4 4 7 0 5 1 -1
4 4 7 0 6 1 -1
4 4 7 1 0 1 -1
4 4 7 1 1 1 -1
4 4 7 1 2 1 -1
4 4 7 1 3 1 -1
4 4 31 2 0 1 -1
4 4 31 2 1 1 -1
4 4 31 2 2 1 -1
4 4 31 1 0 1 -1
4 4 31 1 1 1 -1
4 4 31 0 0 1 -1
4 4 31 0 1 1 -1
4 4 36 0 0 1 -1
4 4 36 0 1 1 -1
4 4 36 0 2 1 -1
4 4 36 2 0 1 -1
4 4 78 0 0 1 -1
4 4 78 0 1 1 -1
4 4 105 0 0 1 -1
4 4 105 0 1 1 -1
4 4 105 0 2 1 -1
4 4 105 1 0 1 -1
4 4 105 1 1 1 -1
4 4 105 2 0 1 -1
4 4 105 2 1 1 -1
4 4 105 2 2 1 -1
4 4 111 0 0 1 -1
4 4 111 0 1 1 -1
4 4 111 0 2 1 -1
4 4 111 2 0 1 -1
4 4 111 2 1 1 -1
4 4 111 2 2 1 -1
4 4 111 2 3 1 -1
4 4 111 2 4 1 -1
4 4 147 2 0 1 -1
4 4 147 0 0 1 -1
4 4 74 0 0 1 -1
4 4 74 0 1 1 -1
4 4 74 0 2 1 -1
4 4 125 2 0 1 -1
4 4 125 2 1 1 -1
4 4 125 2 2 1 -1
4 4 125 2 3 1 -1
4 4 125 0 0 1 -1
4 4 125 0 1 1 -1
4 4 138 0 0 1 -1
4 4 138 0 1 1 -1
4 4 138 2 0 1 -1
4 4 138 2 1 1 -1
4 4 152 0 0 1 -1
4 4 152 0 1 1 -1
4 4 152 0 2 1 -1
4 4 152 2 0 1 -1
4 4 152 2 1 1 -1
4 4 152 1 0 1 -1
4 4 45 0 0 1 -1
4 4 45 0 1 2 -1
4 4 45 0 2 1 -1
4 4 45 0 3 2 -1
4 4 45 0 4 1 -1
4 4 45 0 5 1 -1
4 4 45 0 6 1 -1
4 4 45 0 7 1 -1
4 4 45 0 8 1 -1
4 4 45 1 0 1 -1
4 4 45 1 1 1 -1
4 4 45 2 0 2 -1
4 4 45 2 1 1 -1
4 4 45 2 2 1 -1
4 4 45 2 3 1 -1
4 4 45 2 4 1 -1
4 4 45 2 5 1 -1
4 4 45 2 6 1 -1
4 4 133 0 0 1 -1
4 4 133 0 1 1 -1
4 4 133 0 2 1 -1
4 4 133 0 3 1 -1
4 4 133 2 0 1 -1
4 4 133 2 1 1 -1
4 4 133 2 2 1 -1
4 4 133 1 0 1 -1
4 4 117 2 0 1 -1
4 4 117 2 1 1 -1
4 4 117 0 0 1 -1
4 4 117 1 0 1 -1
4 4 117 1 1 1 -1
4 4 132 0 0 1 -1
4 4 132 0 1 1 -1
4 4 132 0 2 1 -1
4 4 76 0 0 1 -1
4 4 76 1 0 1 -1
4 4 76 2 0 1 -1
4 4 86 2 0 1 -1
4 4 86 2 1 1 -1
4 4 86 1 0 1 -1
4 4 86 1 1 1 -1
4 4 86 0 0 1 -1
4 4 11 0 0 1 -1
4 4 11 1 0 1 -1
4 4 38 0 0 1 -1
4 4 38 0 1 1 -1
4 4 38 0 2 1 -1
4 4 38 0 3 1 -1
4 4 38 0 4 1 -1
4 4 38 1 0 1 -1
4 4 38 1 1 1 -1
4 4 38 2 0 1 -1
4 4 38 2 1 1 -1
4 4 38 2 2 1 -1
4 4 38 2 3 1 -1
4 4 81 0 0 1 -1
4 4 81 0 1 1 -1
4 4 81 0 2 2 -1
4 4 81 0 3 1 -1
4 4 81 0 4 1 -1
4 4 81 0 5 1 -1
4 4 81 2 0 1 -1
4 4 81 2 1 1 -1
4 4 81 1 0 1 -1
4 4 126 0 0 1 -1
4 4 49 0 0 1 -1
4 4 49 0 1 1 -1
4 4 49 0 2 1 -1
4 4 49 0 3 1 -1
4 4 49 2 0 1 -1
4 4 49 2 1 1 -1
4 4 49 2 2 1 -1
4 4 49 2 3 1 -1
4 4 49 1 0 1 -1
4 4 49 1 1 1 -1
4 4 8 2 0 1 -1
4 4 8 0 0 1 -1
4 4 8 0 1 1 -1
4 4 19 2 0 1 -1
4 4 19 2 1 2 -1
4 4 19 2 2 1 -1
4 4 19 2 3 1 -1
4 4 19 2 4 1 -1
4 4 19 2 5 1 -1
4 4 19 2 6 1 -1
4 4 19 2 7 1 -1
4 4 19 2 8 2 -1
4 4 19 2 9 1 -1
4 4 19 2 10 1 -1
4 4 19 0 0 1 -1
4 4 19 0 1 1 -1
4 4 19 0 2 2 -1
4 4 19 0 3 1 -1
4 4 19 0 4 1 -1
4 4 19 0 5 1 -1
4 4 19 0 6 1 -1
4 4 19 1 0 1 -1
4 4 19 1 1 1 -1
4 4 26 0 0 1 -1
4 4 26 0 1 1 -1
4 4 26 0 2 1 -1
4 4 26 0 3 1 -1
4 4 51 0 0 1 -1
4 4 51 0 1 1 -1
4 4 108 0 0 1 -1
4 4 108 0 1 1 -1
4 4 108 0 2 1 -1
4 4 108 0 3 1 -1
4 4 108 2 0 1 -1
4 4 108 2 1 1 -1
4 4 108 2 2 1 -1
4 4 141 2 0 1 -1
4 4 141 2 1 1 -1
4 4 141 2 2 1 -1
4 4 141 2 3 1 -1
4 4 141 2 4 1 -1
4 4 141 2 5 1 -1
4 4 141 0 0 1 -1
4 4 141 0 1 1 -1
4 4 141 0 2 1 -1
4 4 141 0 3 1 -1
4 4 141 0 4 1 -1
4 4 141 1 0 1 -1
4 4 18 2 0 1 -1
4 4 18 2 1 1 -1
4 4 18 2 2 1 -1
4 4 18 2 3 1 -1
4 4 18 0 0 1 -1
4 4 54 0 0 1 -1
4 4 54 0 1 1 -1
4 4 54 0 2 2 -1
4 4 54 2 0 1 -1
4 4 54 2 1 1 -1
4 4 58 0 0 1 -1
4 4 58 0 1 1 -1
4 4 112 0 0 1 -1
4 4 112 0 1 1 -1
4 4 114 2 0 1 -1
4 4 114 2 1 1 -1
4 4 114 2 2 1 -1
4 4 114 2 3 1 -1
4 4 114 1 0 1 -1
4 4 114 1 1 1 -1
4 4 114 0 0 1 -1
4 4 114 0 1 1 -1
4 4 129 2 0 1 -1
4 4 129 2 1 1 -1
4 4 129 0 0 1 -1
4 4 146 2 0 1 -1
4 4 146 2 1 1 -1
4 4 146 2 2 1 -1
4 4 146 0 0 1 -1
4 4 146 0 1 1 -1
4 4 70 2 0 1 -1
4 4 70 2 1 1 -1
4 4 70 1 0 1 -1
4 4 97 0 0 1 -1
4 4 97 0 1 1 -1
4 4 97 0 2 1 -1
4 4 97 0 3 1 -1
4 4 97 2 0 1 -1
4 4 97 2 1 1 -1
4 4 97 2 2 1 -1
4 4 97 2 3 1 -1
4 4 97 2 4 1 -1
4 4 97 2 5 1 -1
4 4 97 2 6 1 -1
4 4 97 2 7 1 -1
4 4 97 2 8 1 -1
4 4 97 2 9 1 -1
4 4 98 0 0 1 -1
4 4 43 0 0 1 -1
4 4 43 1 0 1 -1
4 4 43 2 0 1 -1
4 4 43 2 1 1 -1
4 4 57 0 0 1 -1
4 4 57 1 0 1 -1
4 4 57 1 1 1 -1
4 4 57 2 0 1 -1
4 4 84 2 0 1 -1
4 4 84 1 0 1 -1
4 4 84 0 0 1 -1
4 4 84 0 1 1 -1
4 4 88 2 0 1 -1
4 4 88 2 1 1 -1
4 4 119 2 0 1 -1
4 4 119 1 0 1 -1
4 4 103 0 0 1 -1
4 4 103 0 1 1 -1
4 4 52 0 0 1 -1
4 4 53 2 0 1 -1
4 4 53 2 1 1 -1
4 4 53 1 0 1 -1
4 4 61 0 0 1 -1
4 4 61 0 1 1 -1
4 4 61 0 2 1 -1
4 4 61 2 0 1 -1
4 4 61 2 1 1 -1
4 4 63 0 0 1 -1
4 4 63 2 0 1 -1
4 4 63 2 1 1 -1
4 4 127 1 0 1 -1
4 4 127 2 0 1 -1
4 4 30 2 0 1 -1
4 4 30 2 1 1 -1
4 4 30 2 2 1 -1
4 4 116 0 0 1 -1
4 4 123 0 0 1 -1
4 4 123 0 1 1 -1
4 4 123 2 0 1 -1
4 4 123 1 0 1 -1
4 4 87 0 0 1 -1
4 4 87 0 1 1 -1
4 4 87 2 0 1 -1
4 4 87 2 1 1 -1
4 4 115 1 0 1 -1
4 4 115 2 0 1 -1
4 4 115 0 0 1 -1
4 4 130 0 0 1 -1
4 4 130 0 1 1 -1
4 4 130 2 0 1 -1
4 4 21 0 0 1 -1
4 4 21 0 1 1 -1
4 4 21 1 0 1 -1
4 4 21 2 0 1 -1
4 4 21 2 1 1 -1
4 4 62 1 0 1 -1
4 4 62 1 1 1 -1
4 4 62 1 2 1 -1
4 4 62 0 0 1 -1
4 4 62 0 1 1 -1
4 4 62 0 2 1 -1
4 4 62 0 3 1 -1
4 4 62 0 4 1 -1
4 4 62 0 5 1 -1
4 4 62 2 0 1 -1
4 4 62 2 1 1 -1
4 4 62 2 2 1 -1
4 4 134 2 0 1 -1
4 4 134 2 1 1 -1
4 4 72 2 0 1 -1
4 4 72 2 1 1 -1
4 4 72 2 2 1 -1
4 4 72 2 3 1 -1
4 4 72 0 0 1 -1
4 4 72 1 0 1 -1
4 4 135 2 0 1 -1
4 4 135 2 1 1 -1
4 4 135 2 2 1 -1
4 4 135 0 0 2 -1
4 4 140 0 0 1 -1
4 4 140 2 0 1 -1
4 4 55 2 0 1 -1
4 4 107 1 0 1 -1
4 4 107 1 1 1 -1
4 4 107 2 0 1 -1
4 4 107 0 0 1 -1
4 4 145 2 0 1 -1
4 4 145 2 1 1 -1
4 4 12 2 0 1 -1
4 4 22 0 0 1 -1
4 4 22 2 0 1 -1
4 4 22 2 1 1 -1
4 4 22 1 0 1 -1
4 4 48 0 0 1 -1
4 4 48 1 0 1 -1
4 4 27 2 0 1 -1
4 4 27 2 1 1 -1
4 4 27 0 0 1 -1
4 4 27 0 1 1 -1
4 4 40 2 0 1 -1
4 4 122 1 0 1 -1
