0 -22.8343507844763 -43.35205804420272 3 0.011023122890249 0.039008014514118 0.306218956513804 0.38983941454643 0.012680628236446 383 0.008635878006014855 841 0.007300220325911999 819 0.007400454111468059 1155 0.007627604608654075 809 0.012269495607820648 343 0.011601264316589966
1 -23.024846030601374 -43.5577600465536 0 0.72666930713344 0.0 0.0 0.029339924116252 0.0 1604 0.012420761852349029 642 0.0129637669962065 1415 0.004483918687008803 1201 0.005372498215453459 1354 0.005792048796971651 419 0.014455029375039523
2 -22.99134980536651 -43.59614566334511 0 0.426207998529948 0.050355463696169 0.0 0.279782612127054 0.0 907 0.011934866618893437 1327 0.004829246660235377 645 0.013860396041230245 520 0.009801905843032142 711 0.007950224493936505 1809 0.011538417855495113
3 -22.982326020941866 -43.42280731333942 0 0.686134064572591 0.003555884156084 0.0 0.066837482124224 0.000210927188198 602 0.00879089180923871 1463 0.011301686010647898 1108 0.011865817643399069 859 0.008582097186166976 1481 0.013937888083077606 1587 0.005433397171843716
4 -23.003465561493474 -43.33056224086894 3 0.060003141849331 0.11173031704658 0.0 0.584855717817458 0.0 1216 0.005281192390141598 1050 0.009335403937710655 982 0.009176693687270539 193 0.00686629826771482 352 0.007507702385312661 149 0.00950445539807916
5 -22.81052179261184 -43.18990196137452 3 0.016649696203927 0.071111849472663 0.0 0.669420121826871 0.002152319802127 98 0.007934070208684956 315 0.007289061496588064 1730 0.009463170172165006 522 0.007026752653938649 1079 0.009336709970037597 1563 0.012588643321533173
6 -22.88012134839157 -43.62580638385175 2 0.199542520040711 0.104621017692327 0.358091442315091 0.095036721797412 0.00045384545512 365 0.011000936236038815 95 0.010959925131505684 291 0.00796867906431382 1162 0.008191565122011768 1629 0.009719281683203235 1106 0.008522691510251949
7 -22.929456594868675 -43.66511381908485 3 0.300979125079696 0.0 0.0 0.456070410285328 0.0 805 0.008372524342112036 637 0.010370869442562585 786 0.011193301563967159 27 0.007393499806198516 1335 0.01134222764624449 977 0.007094647043266587
8 -22.928113262992433 -43.20129384814072 3 0.111084464812364 0.017396609511362 0.0 0.457323310702274 0.171972737554443 178 0.009027373470531305 158 0.005903437310896392 189 0.008148524670427383 318 0.0084519355168685 1213 0.008986858949931195 451 0.010839005517861334
9 -22.81374387559047 -43.214021516220825 3 0.207116680499513 0.185061637168203 0.0 0.255235919925107 0.0 1192 0.00915324389480433 1735 0.008056589978562987 269 0.007889641317309909 1668 0.010291554454864377 1615 0.009245100784171656 613 0.010709285744875714
10 -22.78872364176108 -43.100053085561925 0 0.005742837722795 0.0 0.0 0.0 0.0 719 0.014667477297665104 834 0.013581300409997863 168 0.011609689671202843
11 -22.887781717673832 -43.220140248672195 1 0.0 0.481503823267562 0.100656751500177 0.147013466296299 0.0 923 0.00840950916617517 1024 0.007597626709547873 348 0.007640356965756355 1318 0.00864196560193245 757 0.007935413514521986 547 0.007685188504229837
12 -22.954141753918734 -43.647005684235076 0 0.480005232575496 0.0267690969749 0.001583867224696 0.248365517886867 0.0 295 0.004075331598261297 1253 0.00886712476927623 917 0.009510591867859037 367 0.007841710524568196 1727 0.01183554996537341 864 0.006360124324841119
13 -22.815301079082367 -43.37199956444701 3 0.016151884364943 0.045347485489203 0.058543848714366 0.538440616390749 0.10050694110238 867 0.00844949093513608 1340 0.009344157487640024 1204 0.008143932524028322 624 0.007725902821463481 688 0.005625667262685034 773 0.008108412347540646
14 -22.889471257951598 -43.55530469374284 0 0.467462109961337 0.014464846295699 0.0 0.235953464996487 0.039836198291726 330 0.010191928403899222 1217 0.009118799291112542 1394 0.015466460595273273 1712 0.007039182008823329 263 0.00504819507375332 448 0.013086958614917482
15 -22.846807079897822 -43.289608830498786 4 0.032956393028272 0.0 0.0 0.361762550259105 0.363987328902008 1314 0.007541863439372122 1476 0.008823902388849164 1323 0.004424739668066608 1531 0.010088530212679307 1298 0.007526288021643506 1588 0.008603137343966939
16 -22.836827226159087 -43.320692890808836 3 0.006403209568085 0.058104951229956 0.006725545929544 0.675533148820804 0.0120239911491 176 0.008704943940696963 1707 0.008489740416495176 471 0.008270613289371466 689 0.00892607978212594 536 0.00976404259086813 402 0.008553399678896203
17 -22.884466695666042 -43.518709140512996 0 0.46709077993122 0.04632237960291 0.050353780974076 0.175277300811729 0.018799511732254 987 0.01515417761160642 879 0.00810526164685459 465 0.0078003993831909195 1798 0.012536192167724733 358 0.007002406809454263 1779 0.008484133267545447
18 -23.046926282523422 -43.59885012541879 0 0.54822214396934 0.015842585880019 0.0 0.0 0.0 1238 0.01426044211583464 160 0.009865246057581167 931 0.006123918171006224 763 0.004215685134561072 1022 0.0016461639568943764
19 -22.95028561811081 -43.285943993768676 0 0.756380567838361 0.001009543740604 0.0 0.0 0.0 1203 0.008414766273919782 1349 0.010848297444553704 559 0.010235695973114366 739 0.012504382741483085 390 0.012798937671655132 392 0.007200758767253968
20 -23.020706710499255 -43.45321849847487 3 0.254221323303061 0.0185287578622 0.0 0.398346919462252 0.0 1046 0.006888094165786694 1560 0.007180615483033852 1087 0.00985204435800473 884 0.014623112942222478 306 0.004466268707627585
21 -22.922467782819165 -43.72183861879023 0 0.757035961051343 0.0 0.0 0.0 0.0 1175 0.009571604133422573 258 0.008329285432005649 271 0.011596046893992996 848 0.009340271779762674 700 0.012279964261684954 1497 0.008160494711372937
22 -22.981539615591345 -43.20696844136328 0 0.504439559696891 0.02016994900109 0.0 0.232492638880284 0.0 538 0.010282274857628351 1017 0.010856692653377725 610 0.007278293120096985 230 0.01309317855059145 677 0.009652801460355907 675 0.004316520633419423
23 -22.904143912294813 -43.53892085696624 3 0.043210652096282 0.034852874457584 0.012290329312546 0.66721578542684 0.0 172 0.007874774017544524 159 0.008743464233475239 216 0.010570678601715367 289 0.008147575785566729 985 0.004770302576944504 448 0.008957265263055765
24 -22.85318359800874 -43.233306858767065 1 0.061223402048755 0.389415099748572 0.0 0.048035746056684 0.0 502 0.009276788351601409 405 0.013931546109035563 1518 0.009825546798360356 1160 0.00822925138898454 1445 0.012083786087370766 278 0.006716025931160548
25 -22.888316170686565 -43.72018364348163 0 0.662119921438724 0.0 0.004252770686237 0.064698196695693 0.026427697334449 1001 0.01584743961910642 1575 0.001818830819234112 1557 0.01372875690263014 195 0.011696341439761773 812 0.004127414268201393 1456 0.006121860164481371
26 -22.94270235776139 -43.66277971500837 0 0.341607156057428 0.063883978788246 0.0 0.310625134903089 0.040754397664892 912 0.008680134807476377 637 0.009850962288576074 1159 0.008809017774333681 367 0.01251024697132216 27 0.007488166171212224 1631 0.009873587158897074
27 -22.9365805381745 -43.66709201805352 3 0.028636362645849 0.036016176105255 0.010538382394749 0.681753184241544 0.0 752 0.007702719173443203 1159 0.0075965806592171205 637 0.010738224410454666 26 0.007488166171212224 7 0.007393499806198516 977 0.008322228572641066
28 -22.889671811144826 -43.43833064713025 3 0.0 0.0 0.0 0.749551188960885 0.008367249533083 1517 0.006428141911187957 1241 0.009344017468356898 1035 0.008738469072397824 1380 0.008090871013523833 902 0.007732249108147365 889 0.009344129755878955
29 -22.930939563228574 -43.60499052698522 0 0.753251797300692 0.0 0.0 0.003810624837145 0.0 484 0.0046004684609189566 45 0.005106007913307286 1803 0.013656927140685301 1449 0.010996301146663034 673 0.013337769251622559 764 0.01402782882519533
30 -22.996014207983457 -43.366343904105115 0 0.361193936407542 0.329951314985397 0.0 0.065497542817323 0.0 1072 0.009133514580245316 1515 0.01367646718182418 58 0.0038011178740313136 1265 0.010109678699903066 370 0.015070945600219222 1602 0.006029102143455508
31 -22.91514360791939 -43.278426539757874 0 0.405597750872465 0.0 0.0 0.174311176111072 0.177902433477282 450 0.013465504656898527 1240 0.006401584052289249 1086 0.010496232454123901 1716 0.007732103775702202 567 0.00818079611589795 1538 0.013086225988464605
32 -22.88647547730141 -43.67242368569303 3 0.267231149964858 0.013617424120284 0.007402724782483 0.418138032927889 0.051196322062704 950 0.006936366550060441 1555 0.007887153728695613 166 0.008708227689435421 787 0.005738856792603268 1020 0.01087327248476889 802 0.007000967431436217
